RecordNumber,Zipcode,ZipCodeType,City,State,Lat,Long
438,623,STANDARD,VILLA LUISA,PR,18.08,-67.14
439,623,STANDARD,VILLAS DE PLAN BONITO,PR,18.08,-67.14
440,725,STANDARD,CAGUAS,PR,18.23,-66.03
441,725,STANDARD,ALT DE CAGUAS,PR,18.23,-66.03
442,725,STANDARD,ALT DEL TURABO,PR,18.23,-66.03
443,725,STANDARD,BDA MORALES,PR,18.23,-66.03
444,725,STANDARD,BOSQUES DE LA SIERRA,PR,18.23,-66.03
445,725,STANDARD,BRISAS DEL PARQUE I,PR,18.23,-66.03
446,725,STANDARD,BRISAS DEL PARQUE II,PR,18.23,-66.03
447,725,STANDARD,EST EL VERDE,PR,18.23,-66.03
448,725,STANDARD,EXT CAGUAX,PR,18.23,-66.03
449,725,STANDARD,EXT EL VERDE,PR,18.23,-66.03
450,725,STANDARD,EXT LA GRANJA,PR,18.23,-66.03
451,725,STANDARD,EXT VILLA BLANCA,PR,18.23,-66.03
452,725,STANDARD,HACIENDA BORINQUEN,PR,18.23,-66.03
453,725,STANDARD,JARD PLA,PR,18.23,-66.03
454,725,STANDARD,LOMAS DE LA SERRANIA,PR,18.23,-66.03
455,725,STANDARD,PARQ LAS MERCEDES,PR,18.23,-66.03
456,725,STANDARD,PASEO DEL RIO,PR,18.23,-66.03
457,725,STANDARD,QTAS DE SAN LUIS 1,PR,18.23,-66.03
458,725,STANDARD,QTAS DE SAN LUIS 2,PR,18.23,-66.03
459,725,STANDARD,QTAS DE VILLA BLANCA,PR,18.23,-66.03
460,725,STANDARD,REPTO CAGUAX,PR,18.23,-66.03
461,725,STANDARD,REPTO SOLANO,PR,18.23,-66.03
462,725,STANDARD,RES BAIROA,PR,18.23,-66.03
463,725,STANDARD,TERR DE BORINQUEN,PR,18.23,-66.03
464,725,STANDARD,URB BALCONES LAS CATALINAS,PR,18.23,-66.03
465,725,STANDARD,URB BATISTA,PR,18.23,-66.03
466,725,STANDARD,URB BILLY SUAREZ,PR,18.23,-66.03
467,725,STANDARD,URB BONNEVILLE GDNS,PR,18.23,-66.03
468,725,STANDARD,URB BONNEVILLE TERR,PR,18.23,-66.03
469,725,STANDARD,URB BORINQUEN VALLEY,PR,18.23,-66.03
470,725,STANDARD,URB BROOKLYN,PR,18.23,-66.03
471,725,STANDARD,URB BUNKER,PR,18.23,-66.03
472,725,STANDARD,URB CAGUAS MILENIO,PR,18.23,-66.03
473,725,STANDARD,URB CAGUAS NORTE,PR,18.23,-66.03
474,725,STANDARD,URB CARIBE GDNS,PR,18.23,-66.03
475,725,STANDARD,URB CONDADO MODERNO,PR,18.23,-66.03
476,725,STANDARD,URB CONDADO VIEJO,PR,18.23,-66.03
477,725,STANDARD,URB EL RETIRO,PR,18.23,-66.03
478,725,STANDARD,URB EL RINCON DE LA SERRANIA,PR,18.23,-66.03
479,725,STANDARD,URB EL VERDE,PR,18.23,-66.03
480,725,STANDARD,URB GRILLO,PR,18.23,-66.03
481,725,STANDARD,URB JOSE DELGADO,PR,18.23,-66.03
482,725,STANDARD,URB JOSE MERCADO,PR,18.23,-66.03
483,725,STANDARD,URB LA GRANJA,PR,18.23,-66.03
484,725,STANDARD,URB LA MESETA,PR,18.23,-66.03
485,725,STANDARD,URB MACHIN,PR,18.23,-66.03
486,725,STANDARD,URB MARIOLGA,PR,18.23,-66.03
487,725,STANDARD,URB MONTICIELO,PR,18.23,-66.03
488,725,STANDARD,URB MYRLENA,PR,18.23,-66.03
489,725,STANDARD,URB NAZARIO,PR,18.23,-66.03
490,725,STANDARD,URB NOTRE DAME,PR,18.23,-66.03
491,725,STANDARD,URB PARADISE,PR,18.23,-66.03
492,725,STANDARD,URB SAN ALFONSO,PR,18.23,-66.03
493,725,STANDARD,URB SAN ANTONIO,PR,18.23,-66.03
494,725,STANDARD,URB SAN MARCOS,PR,18.23,-66.03
495,725,STANDARD,URB SAN PEDRO EST,PR,18.23,-66.03
496,725,STANDARD,URB SAN RAFAEL,PR,18.23,-66.03
497,725,STANDARD,URB SANTA CECILIA,PR,18.23,-66.03
498,725,STANDARD,URB SANTA ELVIRA,PR,18.23,-66.03
499,725,STANDARD,URB SANTA JUANA,PR,18.23,-66.03
500,725,STANDARD,URB SANTA JUANA 2,PR,18.23,-66.03
501,725,STANDARD,URB SANTA JUANA 3,PR,18.23,-66.03
502,725,STANDARD,URB SANTA JUANA 4,PR,18.23,-66.03
503,725,STANDARD,URB SANTA ROSA,PR,18.23,-66.03
504,725,STANDARD,URB SANTO DOMINGO,PR,18.23,-66.03
505,725,STANDARD,URB VERDE SUR,PR,18.23,-66.03
506,725,STANDARD,VALLE DE SAN LUIS,PR,18.23,-66.03
507,725,STANDARD,VALLES DEL LAGO,PR,18.23,-66.03
508,725,STANDARD,VILLA BLANCA,PR,18.23,-66.03
509,725,STANDARD,VILLA BORINQUEN,PR,18.23,-66.03
510,725,STANDARD,VILLA CARMEN,PR,18.23,-66.03
511,725,STANDARD,VILLA DE CASTRO,PR,18.23,-66.03
512,725,STANDARD,VILLA DEL REY 1,PR,18.23,-66.03
513,725,STANDARD,VILLA DEL REY 2,PR,18.23,-66.03
514,725,STANDARD,VILLA GUADALUPE,PR,18.23,-66.03
515,725,STANDARD,VILLA LAS MERCEDES,PR,18.23,-66.03
516,725,STANDARD,VILLA LOS CRIOLLOS,PR,18.23,-66.03
517,725,STANDARD,VILLA MARIA,PR,18.23,-66.03
518,725,STANDARD,VILLA TURABO,PR,18.23,-66.03
519,725,STANDARD,VILLA VICTORIA,PR,18.23,-66.03
520,725,STANDARD,VILLAS DE RIO VERDE,PR,18.23,-66.03
521,725,STANDARD,VILLAS DEL RIO VERDE,PR,18.23,-66.03
522,726,PO BOX,CAGUAS,PR,18.23,-66.03
523,727,STANDARD,CAGUAS,PR,18.23,-66.03
524,727,STANDARD,ALT DE LA FUENTE,PR,18.23,-66.03
525,727,STANDARD,ALT VILLA DEL REY,PR,18.23,-66.03
526,727,STANDARD,BOSQUE VERDE,PR,18.23,-66.03
527,727,STANDARD,CHALETS DE BAIROA,PR,18.23,-66.03
528,727,STANDARD,CIUDAD JARDIN DE BAIROA,PR,18.23,-66.03
529,727,STANDARD,EST DE BAIROA,PR,18.23,-66.03
530,727,STANDARD,EST DEGETAU,PR,18.23,-66.03
531,727,STANDARD,EST DEL TURABO,PR,18.23,-66.03
532,727,STANDARD,HACIENDA SAN JOSE,PR,18.23,-66.03
533,727,STANDARD,JARD DE CAGUAS,PR,18.23,-66.03
534,727,STANDARD,MANS DE CIUDAD JARDIN BAIROA,PR,18.23,-66.03
535,727,STANDARD,MANS EL PARAISO,PR,18.23,-66.03
536,727,STANDARD,PARQ DEL MONTE,PR,18.23,-66.03
537,727,STANDARD,PARQ DEL MONTE 2,PR,18.23,-66.03
538,727,STANDARD,PARQ DEL RIO,PR,18.23,-66.03
539,727,STANDARD,PARQ LAS HACIENDAS,PR,18.23,-66.03
540,727,STANDARD,REPTO SAN JOSE,PR,18.23,-66.03
541,727,STANDARD,SECT ALTOS DE LA FUENTE,PR,18.23,-66.03
542,727,STANDARD,URB ALTOMONTE,PR,18.23,-66.03
543,727,STANDARD,URB ALTOS DE LA FUENTE,PR,18.23,-66.03
544,727,STANDARD,URB ARBOLADA,PR,18.23,-66.03
545,727,STANDARD,URB BAIROA GOLDEN GATE II,PR,18.23,-66.03
546,727,STANDARD,URB BAIROA GOLDEN GATES,PR,18.23,-66.03
547,727,STANDARD,URB BAIROA PARK,PR,18.23,-66.03
548,727,STANDARD,URB BONNEVILLE HTS,PR,18.23,-66.03
549,727,STANDARD,URB BONNEVILLE MANOR,PR,18.23,-66.03
550,727,STANDARD,URB BONNEVILLE VLY,PR,18.23,-66.03
551,727,STANDARD,URB DIAMOND VLG,PR,18.23,-66.03
552,727,STANDARD,URB EL VALLE,PR,18.23,-66.03
553,727,STANDARD,URB IDAMARIS GDNS,PR,18.23,-66.03
554,727,STANDARD,URB ISLABELLA,PR,18.23,-66.03
555,727,STANDARD,URB LA RESERVA,PR,18.23,-66.03
556,727,STANDARD,URB LAS NUBES,PR,18.23,-66.03
557,727,STANDARD,URB MIRADOR DE BAIROA,PR,18.23,-66.03
558,727,STANDARD,URB PALMAS DEL TURABO,PR,18.23,-66.03
559,727,STANDARD,URB TERRALINDA,PR,18.23,-66.03
560,727,STANDARD,URB TURABO GDNS,PR,18.23,-66.03
561,727,STANDARD,VALLE TOLIMA,PR,18.23,-66.03
562,727,STANDARD,VALLE VERDE,PR,18.23,-66.03
563,727,STANDARD,VILLA CALIZ,PR,18.23,-66.03
564,727,STANDARD,VILLA DEL REY 3,PR,18.23,-66.03
565,727,STANDARD,VILLA DEL REY 4,PR,18.23,-66.03
566,727,STANDARD,VILLA DEL REY 5,PR,18.23,-66.03
567,727,STANDARD,VILLA ESPERANZA,PR,18.23,-66.03
568,727,STANDARD,VILLA HERMOSA,PR,18.23,-66.03
569,727,STANDARD,VILLA NUEVA,PR,18.23,-66.03
570,627,STANDARD,CAMUY,PR,18.48,-66.84
571,627,STANDARD,ALTS EL MAESTRO,PR,18.48,-66.84
572,627,STANDARD,SECT PENA,PR,18.48,-66.84
573,627,STANDARD,URB DEL CARMEN,PR,18.48,-66.84
574,627,STANDARD,URB LAS VEREDAS,PR,18.48,-66.84
575,627,STANDARD,URB LINDA VISTA,PR,18.48,-66.84
576,627,STANDARD,VISTAS DE CAMUY,PR,18.48,-66.84
577,729,STANDARD,CANOVANAS,PR,18.37,-65.9
578,729,STANDARD,BRISAS DE CANOVANAS,PR,18.37,-65.9
579,729,STANDARD,BRISAS DE LOIZA,PR,18.37,-65.9
580,729,STANDARD,CIUDAD JARDIN DE CANOVANAS,PR,18.37,-65.9
581,729,STANDARD,EST DEL RIO,PR,18.37,-65.9
582,729,STANDARD,EXT VILLAS DE LOIZA,PR,18.37,-65.9
583,729,STANDARD,HACIENDAS DE CANOVANAS,PR,18.37,-65.9
584,729,STANDARD,JARD DE CANOVANAS,PR,18.37,-65.9
585,729,STANDARD,JARD DE PALMAREJO,PR,18.37,-65.9
586,729,STANDARD,PARC CENTRAL,PR,18.37,-65.9
587,729,STANDARD,PARC MONTEVERDE,PR,18.37,-65.9
588,729,STANDARD,PARC SAN ISIDRO,PR,18.37,-65.9
589,729,STANDARD,PARC VILLA DELICIAS,PR,18.37,-65.9
590,729,STANDARD,QTAS DE CANOVANAS,PR,18.37,-65.9
591,729,STANDARD,QTAS JARD DE PARMAREJO,PR,18.37,-65.9
592,729,STANDARD,URB COUNTRY VIEW,PR,18.37,-65.9
593,729,STANDARD,URB DEL PILAR,PR,18.37,-65.9
594,729,STANDARD,URB LAS HACIENDAS CANOVANAS,PR,18.37,-65.9
595,729,STANDARD,URB LAS VEGAS,PR,18.37,-65.9
596,729,STANDARD,URB LOIZA VALLEY,PR,18.37,-65.9
597,729,STANDARD,URB LOS EUCALIPTOS,PR,18.37,-65.9
598,729,STANDARD,URB PUEBLO INDIO,PR,18.37,-65.9
599,729,STANDARD,URB RIVER GDNS,PR,18.37,-65.9
600,729,STANDARD,URB RIVER PLANTATION,PR,18.37,-65.9
601,729,STANDARD,URB RIVER VALLEY,PR,18.37,-65.9
602,729,STANDARD,URB RIVER VALLEY PK,PR,18.37,-65.9
603,729,STANDARD,URB TOWN PK,PR,18.37,-65.9
604,729,STANDARD,URB USUBAL,PR,18.37,-65.9
605,729,STANDARD,VILLAS DE LOIZA,PR,18.37,-65.9
606,729,STANDARD,VILLAS DEL ESTE,PR,18.37,-65.9
607,729,STANDARD,VILLAS DORADAS,PR,18.37,-65.9
608,979,STANDARD,CAROLINA,PR,18.4,-65.98
609,979,STANDARD,EXT VILLAMAR,PR,18.4,-65.98
610,979,STANDARD,ISLA VERDE,PR,18.4,-65.98
611,979,STANDARD,PARQ DE ISLA VERDE,PR,18.4,-65.98
612,979,STANDARD,URB ATLANTIC VIEW,PR,18.4,-65.98
613,979,STANDARD,URB BIASCOCHEA,PR,18.4,-65.98
614,979,STANDARD,URB CAPE SEA VLG,PR,18.4,-65.98
615,979,STANDARD,URB LA MARINA,PR,18.4,-65.98
616,979,STANDARD,URB LOS ANGELES,PR,18.4,-65.98
617,979,STANDARD,URB PALMAR NORTE,PR,18.4,-65.98
618,979,STANDARD,URB PALMAR SUR,PR,18.4,-65.98
619,979,STANDARD,URB VILLAMAR,PR,18.4,-65.98
620,979,STANDARD,VILLA LA MARINA,PR,18.4,-65.98
621,981,PO BOX,CAROLINA,PR,18.4,-65.98
622,981,PO BOX,ISLA VERDE,PR,18.4,-65.98
623,982,STANDARD,CAROLINA,PR,18.4,-65.98
624,982,STANDARD,ALT DE VILLA FONTANA,PR,18.4,-65.98
625,982,STANDARD,ISLA VERDE,PR,18.4,-65.98
626,982,STANDARD,QTAS DE COUNTRY CLUB,PR,18.4,-65.98
627,982,STANDARD,URB COUNTRY CLUB,PR,18.4,-65.98
628,982,STANDARD,URB EL COMANDANTE,PR,18.4,-65.98
629,982,STANDARD,VILLA FLORES,PR,18.4,-65.98
630,983,STANDARD,CAROLINA,PR,18.4,-65.98
631,983,STANDARD,ISLA VERDE,PR,18.4,-65.98
632,983,STANDARD,JARD DE COUNTRY CLUB,PR,18.4,-65.98
633,983,STANDARD,LA CERAMICA IND PARK,PR,18.4,-65.98
634,983,STANDARD,MANS DE VISTAMAR MARINA,PR,18.4,-65.98
635,983,STANDARD,URB BAHIA VISTAMAR,PR,18.4,-65.98
636,983,STANDARD,URB CASTELLANA GDN,PR,18.4,-65.98
637,983,STANDARD,URB CLUB COSTA MARINA 1,PR,18.4,-65.98
638,983,STANDARD,URB CLUB COSTA MARINA 2,PR,18.4,-65.98
639,983,STANDARD,URB EDUARDO J SALDANA,PR,18.4,-65.98
640,983,STANDARD,URB SABANA GDNS,PR,18.4,-65.98
641,983,STANDARD,URB VISTAMAR,PR,18.4,-65.98
642,983,STANDARD,URB VISTAMAR MARINA,PR,18.4,-65.98
643,983,STANDARD,VALLE ARRIBA HTS,PR,18.4,-65.98
644,983,STANDARD,VILLA ASTURIAS,PR,18.4,-65.98
645,983,STANDARD,VILLA FONTANA,PR,18.4,-65.98
646,983,STANDARD,VILLA FONTANA PK,PR,18.4,-65.98
647,983,STANDARD,VILLA VENECIA,PR,18.4,-65.98
648,984,PO BOX,CAROLINA,PR,18.4,-65.98
649,985,STANDARD,CAROLINA,PR,18.4,-65.98
650,985,STANDARD,BDA BUENA VISTA,PR,18.4,-65.98
651,985,STANDARD,BO BUENA VISTA,PR,18.4,-65.98
652,985,STANDARD,BO VILLA CARIDAD,PR,18.4,-65.98
653,985,STANDARD,BO VILLA ESPERANZA,PR,18.4,-65.98
654,985,STANDARD,BO VILLA JUSTICIA,PR,18.4,-65.98
655,985,STANDARD,EST DE SAN FERNANDO,PR,18.4,-65.98
656,985,STANDARD,ISLA VERDE,PR,18.4,-65.98
657,985,STANDARD,JARD DE BORINQUEN,PR,18.4,-65.98
658,985,STANDARD,JARD DE BUENA VISTA,PR,18.4,-65.98
659,985,STANDARD,URB JOSE S QUINONES,PR,18.4,-65.98
660,985,STANDARD,URB ROSA MARIA,PR,18.4,-65.98
661,985,STANDARD,VILLA CAROLINA,PR,18.4,-65.98
662,985,STANDARD,VILLA COOPERATIVA,PR,18.4,-65.98
663,985,STANDARD,VILLAS DEL SOL,PR,18.4,-65.98
664,986,PO BOX,CAROLINA,PR,18.4,-65.98
665,987,STANDARD,CAROLINA,PR,18.4,-65.98
666,987,STANDARD,ALT DE PARQ ECUESTRE,PR,18.4,-65.98
667,987,STANDARD,BO BUENAVENTURA,PR,18.4,-65.98
668,987,STANDARD,BO COLO,PR,18.4,-65.98
669,987,STANDARD,BO MARTIN GONZALEZ,PR,18.4,-65.98
670,987,STANDARD,BRISAS DE METROPOLIS,PR,18.4,-65.98
671,987,STANDARD,CIUDAD CENTRAL II,PR,18.4,-65.98
672,987,STANDARD,CIUDAD CENTRO,PR,18.4,-65.98
673,987,STANDARD,CIUDAD JARDIN,PR,18.4,-65.98
674,987,STANDARD,EST DEL PARQUE,PR,18.4,-65.98
675,987,STANDARD,EXT PARQ ECUESTRE,PR,18.4,-65.98
676,987,STANDARD,HACIENDA REAL,PR,18.4,-65.98
677,987,STANDARD,ISLA VERDE,PR,18.4,-65.98
678,987,STANDARD,JARD DE CAROLINA,PR,18.4,-65.98
679,987,STANDARD,LOMA ALTA,PR,18.4,-65.98
680,987,STANDARD,LOMAS DE CAROLINA,PR,18.4,-65.98
681,987,STANDARD,MANS DE CAROLINA,PR,18.4,-65.98
682,987,STANDARD,PARQ ECUESTRE,PR,18.4,-65.98
683,987,STANDARD,PARQ IND JN MATOS,PR,18.4,-65.98
684,987,STANDARD,PASEO DE LA ALHAMBRA,PR,18.4,-65.98
685,987,STANDARD,PASEO DEL PRADO,PR,18.4,-65.98
686,987,STANDARD,QTAS DE CAMPECHE,PR,18.4,-65.98
687,987,STANDARD,TERRS DE CAROLINA,PR,18.4,-65.98
688,987,STANDARD,URB CAROLINA ALTA,PR,18.4,-65.98
689,987,STANDARD,URB COLINITAS DE CACAO,PR,18.4,-65.98
690,987,STANDARD,URB LOS ARBOLES,PR,18.4,-65.98
691,987,STANDARD,URB LOS CACIQUES,PR,18.4,-65.98
692,987,STANDARD,URB LOS COLOBOS,PR,18.4,-65.98
693,987,STANDARD,URB METROPOLIS,PR,18.4,-65.98
694,987,STANDARD,URB MOUNTAIN VW,PR,18.4,-65.98
695,987,STANDARD,URB PARAISO DE CAROLINA,PR,18.4,-65.98
696,987,STANDARD,URB REMANZO TAINO,PR,18.4,-65.98
697,987,STANDARD,URB ROLLING HLS,PR,18.4,-65.98
698,987,STANDARD,VALLE ESCONDIDO,PR,18.4,-65.98
699,987,STANDARD,VILLA DE SAN ANTON,PR,18.4,-65.98
700,987,STANDARD,VILLA DEL MADRIGAL,PR,18.4,-65.98
701,988,PO BOX,CAROLINA,PR,18.4,-65.98
702,736,STANDARD,CAYEY,PR,18.11,-66.16
703,736,STANDARD,BDA BUENA VISTA,PR,18.11,-66.16
704,736,STANDARD,BDA CANTERA,PR,18.11,-66.16
705,736,STANDARD,BDA NUEVA,PR,18.11,-66.16
706,736,STANDARD,BDA POLVORIN,PR,18.11,-66.16
707,736,STANDARD,BDA VIEQUES,PR,18.11,-66.16
708,736,STANDARD,BO BEATRIZ,PR,18.11,-66.16
709,736,STANDARD,BO CARITE,PR,18.11,-66.16
710,736,STANDARD,BO CEDRO,PR,18.11,-66.16
711,736,STANDARD,BO FARALLON,PR,18.11,-66.16
712,736,STANDARD,BO GUAVATE,PR,18.11,-66.16
713,736,STANDARD,BO LAS PARRAS,PR,18.11,-66.16
714,736,STANDARD,BO MOGOTE,PR,18.11,-66.16
715,736,STANDARD,BO MONTELLANO,PR,18.11,-66.16
716,736,STANDARD,BO VEGAS,PR,18.11,-66.16
717,736,STANDARD,CHALETS LAS MUESAS,PR,18.11,-66.16
718,736,STANDARD,COLINAS DE CAYEY,PR,18.11,-66.16
719,736,STANDARD,COMUNIDAD SAN TOMAS,PR,18.11,-66.16
720,736,STANDARD,EST DE LAS BRUMAS,PR,18.11,-66.16
721,736,STANDARD,EST DE MONTE RIO,PR,18.11,-66.16
722,736,STANDARD,HACIENDA VISTAS DEL PLATA,PR,18.11,-66.16
723,736,STANDARD,JARD DE CAYEY,PR,18.11,-66.16
724,736,STANDARD,JARD DEL CARIBE,PR,18.11,-66.16
725,736,STANDARD,MANS DE LOS CEDROS,PR,18.11,-66.16
726,736,STANDARD,MANS MONTE VERDE,PR,18.11,-66.16
727,736,STANDARD,PARC EL POLVORIN,PR,18.11,-66.16
728,736,STANDARD,PASEO DE LAS BRUMAS,PR,18.11,-66.16
729,736,STANDARD,REPTO ANA LUISA,PR,18.11,-66.16
730,736,STANDARD,REPTO MONTELLANO,PR,18.11,-66.16
731,736,STANDARD,SECT SANCHEZ,PR,18.11,-66.16
732,736,STANDARD,URB APONTE,PR,18.11,-66.16
733,736,STANDARD,URB BOSCH,PR,18.11,-66.16
734,736,STANDARD,URB CARRASQUILLO,PR,18.11,-66.16
735,736,STANDARD,URB EL REMANSO,PR,18.11,-66.16
736,736,STANDARD,URB EL ROCIO,PR,18.11,-66.16
737,736,STANDARD,URB EL TORITO,PR,18.11,-66.16
738,736,STANDARD,URB FULLANA,PR,18.11,-66.16
739,736,STANDARD,URB LA PLANICIE,PR,18.11,-66.16
740,736,STANDARD,URB LA PLATA,PR,18.11,-66.16
741,736,STANDARD,URB LAS MUESAS,PR,18.11,-66.16
742,736,STANDARD,URB MINIMA,PR,18.11,-66.16
743,736,STANDARD,URB MIRADOR ECHEVARRI,PR,18.11,-66.16
744,736,STANDARD,URB MIRADOR UNIVERSITARIO,PR,18.11,-66.16
745,736,STANDARD,URB SAN CRISTOBAL,PR,18.11,-66.16
746,736,STANDARD,URB SAN MARTIN,PR,18.11,-66.16
747,736,STANDARD,VALLE ALTO,PR,18.11,-66.16
748,736,STANDARD,VILLA VERDE,PR,18.11,-66.16
749,737,PO BOX,CAYEY,PR,18.11,-66.16
750,735,STANDARD,CEIBA,PR,18.26,-65.64
751,735,STANDARD,ROOSEVELT RDS,PR,18.26,-65.64
752,735,STANDARD,ROOSEVELT ROADS,PR,18.26,-65.64
753,735,STANDARD,BRISAS DE CEIBA,PR,18.26,-65.64
754,735,STANDARD,EXT VILLA DEL PILAR,PR,18.26,-65.64
755,735,STANDARD,JARD AVILA,PR,18.26,-65.64
756,735,STANDARD,JARD DE CEIBA,PR,18.26,-65.64
757,735,STANDARD,JARD DE CEIBA II,PR,18.26,-65.64
758,735,STANDARD,PARC CALDERONAS,PR,18.26,-65.64
759,735,STANDARD,PARC CALDERONAS NUEVAS,PR,18.26,-65.64
760,735,STANDARD,PASEO DE LA COSTA,PR,18.26,-65.64
761,735,STANDARD,PASEOS DE CEIBA,PR,18.26,-65.64
762,735,STANDARD,RES LA CEIBA,PR,18.26,-65.64
763,735,STANDARD,URB CELINA,PR,18.26,-65.64
764,735,STANDARD,URB ROOSEVELT GDNS,PR,18.26,-65.64
765,735,STANDARD,URB SANTA MARIA,PR,18.26,-65.64
766,735,STANDARD,URB VEGAS DE CEIBA,PR,18.26,-65.64
767,735,STANDARD,VILLA DEL PILAR,PR,18.26,-65.64
768,735,STANDARD,VILLA FLORES,PR,18.26,-65.64
769,742,PO BOX,ROOSEVELT ROADS,PR,18.27,-65.65
770,742,PO BOX,CEIBA,PR,18.27,-65.65
771,742,PO BOX,ROOSEVELT RDS,PR,18.27,-65.65
772,638,STANDARD,CIALES,PR,18.33,-66.47
773,638,STANDARD,QTAS DE CIALES,PR,18.33,-66.47
774,638,STANDARD,URB DOS RIOS,PR,18.33,-66.47
775,638,STANDARD,URB LOS LLANOS,PR,18.33,-66.47
776,638,STANDARD,URB MONTE REY,PR,18.33,-66.47
777,739,STANDARD,CIDRA,PR,18.17,-66.15
778,739,STANDARD,BOSQUE REAL,PR,18.17,-66.15
779,739,STANDARD,CIUDAD PRIMAVERA,PR,18.17,-66.15
780,739,STANDARD,EST DEL BOSQUE,PR,18.17,-66.15
781,739,STANDARD,HACIENDA PRIMAVERA,PR,18.17,-66.15
782,739,STANDARD,JARD DE RABANAL,PR,18.17,-66.15
783,739,STANDARD,JARD TREASURE ISLAND,PR,18.17,-66.15
784,739,STANDARD,PARC GANDARA,PR,18.17,-66.15
785,739,STANDARD,PARC GANDARA II,PR,18.17,-66.15
786,739,STANDARD,SECT CAMPOBELLO,PR,18.17,-66.15
787,739,STANDARD,SECT LOZADA,PR,18.17,-66.15
788,739,STANDARD,URB CAMPO BELLO,PR,18.17,-66.15
789,739,STANDARD,URB CAMPO LAGO,PR,18.17,-66.15
790,739,STANDARD,URB CAMPO PRIMAVERA,PR,18.17,-66.15
791,739,STANDARD,URB DOMINGO ALEJANDRO,PR,18.17,-66.15
792,739,STANDARD,URB DOMINGO RODRIGUEZ,PR,18.17,-66.15
793,739,STANDARD,URB FERRER,PR,18.17,-66.15
794,739,STANDARD,URB FREIRE,PR,18.17,-66.15
795,739,STANDARD,URB SABANERA,PR,18.17,-66.15
796,739,STANDARD,URB TREASURE VLY,PR,18.17,-66.15
797,739,STANDARD,VILLA DEL CARMEN,PR,18.17,-66.15
798,739,STANDARD,VISTA MONTE,PR,18.17,-66.15
799,769,STANDARD,COAMO,PR,18.08,-66.36
800,769,STANDARD,ALTS DE COAMO,PR,18.08,-66.36
801,769,STANDARD,BDA SAN ANTONIO,PR,18.08,-66.36
802,769,STANDARD,EST DE COAMO,PR,18.08,-66.36
803,769,STANDARD,EST DE HUCAR,PR,18.08,-66.36
804,769,STANDARD,EXT JARD DE COAMO,PR,18.08,-66.36
805,769,STANDARD,HACIENDA MIRAFLORES,PR,18.08,-66.36
806,769,STANDARD,HACIENDAS MONTERREY,PR,18.08,-66.36
807,769,STANDARD,JARD DE COAMO,PR,18.08,-66.36
808,769,STANDARD,JARD DE SANTA ANA,PR,18.08,-66.36
809,769,STANDARD,MANS DE COAMO,PR,18.08,-66.36
810,769,STANDARD,PARC NIAGARA,PR,18.08,-66.36
811,769,STANDARD,PASEO REAL,PR,18.08,-66.36
812,769,STANDARD,URB BELLA VISTA EST,PR,18.08,-66.36
813,769,STANDARD,URB COAMO GDNS,PR,18.08,-66.36
814,769,STANDARD,URB EL BOSQUE,PR,18.08,-66.36
815,769,STANDARD,URB EL EDEN,PR,18.08,-66.36
816,769,STANDARD,URB LA ARBOLEDA,PR,18.08,-66.36
817,769,STANDARD,URB LAS AGUILAS,PR,18.08,-66.36
818,769,STANDARD,URB LAS FUENTES DE COAMO,PR,18.08,-66.36
819,769,STANDARD,URB MONTE FLORES,PR,18.08,-66.36
820,769,STANDARD,URB MONTE REAL,PR,18.08,-66.36
821,769,STANDARD,URB PARAISO DE COAMO,PR,18.08,-66.36
822,769,STANDARD,URB PROVINCIAS DEL RIO 1,PR,18.08,-66.36
823,769,STANDARD,URB PROVINCIAS DEL RIO 2,PR,18.08,-66.36
824,769,STANDARD,URB SAN ANTONIO,PR,18.08,-66.36
825,769,STANDARD,URB VISTAMAR,PR,18.08,-66.36
826,769,STANDARD,VALLE ARRIBA,PR,18.08,-66.36
827,769,STANDARD,VALLE ESCONDIDO,PR,18.08,-66.36
828,769,STANDARD,VILLA CRISTINA,PR,18.08,-66.36
829,769,STANDARD,VILLA MADRID,PR,18.08,-66.36
830,769,STANDARD,VILLA SANTA CATALINA,PR,18.08,-66.36
831,769,STANDARD,VILLA TROPICAL,PR,18.08,-66.36
832,769,STANDARD,VISTA DEL SOL,PR,18.08,-66.36
833,769,STANDARD,VISTAS DE COAMO,PR,18.08,-66.36
834,782,STANDARD,COMERIO,PR,18.22,-66.22
835,782,STANDARD,URB ARIEL,PR,18.22,-66.22
836,782,STANDARD,URB LA HACIENDA,PR,18.22,-66.22
837,782,STANDARD,URB LA PLATA,PR,18.22,-66.22
838,782,STANDARD,URB PASARELL,PR,18.22,-66.22
839,782,STANDARD,URB RIO PLATA,PR,18.22,-66.22
840,782,STANDARD,URB SABANA DEL PALMAR,PR,18.22,-66.22
841,783,STANDARD,COROZAL,PR,18.34,-66.31
842,783,STANDARD,BDA SOSTRE,PR,18.34,-66.31
843,783,STANDARD,BO PUEBLO,PR,18.34,-66.31
844,783,STANDARD,COLINAS DE COROZAL,PR,18.34,-66.31
845,783,STANDARD,EXT SYLVIA,PR,18.34,-66.31
846,783,STANDARD,LOMA LINDA,PR,18.34,-66.31
847,783,STANDARD,URB CERROMONTE,PR,18.34,-66.31
848,783,STANDARD,URB CIBUCO,PR,18.34,-66.31
849,783,STANDARD,URB EL CENTRO,PR,18.34,-66.31
850,783,STANDARD,URB LAS BRISAS,PR,18.34,-66.31
